Sample ID,Treatment,Treatment Details,Barcode,antibody,replicate,Flag,Normalized
M56,Smoke Treated,Smoke Treated-3,21366,Y011255,0,0,958
M56,Smoke Treated,Smoke Treated-3,21366,Y011255,1,0,760
M56,Smoke Treated,Smoke Treated-3,21366,Y021108,0,0,290
M56,Smoke Treated,Smoke Treated-3,21366,Y021108,1,0,311
M56,Smoke Treated,Smoke Treated-3,21366,Y021112,0,0,2122
M56,Smoke Treated,Smoke Treated-3,21366,Y021112,1,1,3191
M56,Smoke Treated,Smoke Treated-3,21366,Y021215,0,0,2866
M56,Smoke Treated,Smoke Treated-3,21366,Y021215,1,0,2800
M56,Smoke Treated,Smoke Treated-3,21366,Y021259,0,0,2149
M56,Smoke Treated,Smoke Treated-3,21366,Y021259,1,0,2089
M56,Smoke Treated,Smoke Treated-3,21366,ab68268,0,0,884
M56,Smoke Treated,Smoke Treated-3,21366,ab68268,1,0,976
M56,Smoke Treated,Smoke Treated-3,21366,sc-10344,0,0,413
M56,Smoke Treated,Smoke Treated-3,21366,sc-10344,1,1,152
M56,Smoke Treated,Smoke Treated-3,21366,sc-1061,0,0,1536
M56,Smoke Treated,Smoke Treated-3,21366,sc-1061,1,0,832
M56,Smoke Treated,Smoke Treated-3,21366,sc-1063-G,0,0,1399
M56,Smoke Treated,Smoke Treated-3,21366,sc-1063-G,1,0,382
M56,Smoke Treated,Smoke Treated-3,21366,sc-1078,0,0,560
M56,Smoke Treated,Smoke Treated-3,21366,sc-1078,1,0,628
M56,Smoke Treated,Smoke Treated-3,21366,sc-10805,0,0,1171
M56,Smoke Treated,Smoke Treated-3,21366,sc-10805,1,0,835
M56,Smoke Treated,Smoke Treated-3,21366,sc-1089,0,0,391
M56,Smoke Treated,Smoke Treated-3,21366,sc-1089,1,0,381
M56,Smoke Treated,Smoke Treated-3,21366,sc-1107,0,0,1327
M56,Smoke Treated,Smoke Treated-3,21366,sc-1107,1,0,847
M56,Smoke Treated,Smoke Treated-3,21366,sc-1199,0,0,10992
M56,Smoke Treated,Smoke Treated-3,21366,sc-1199,1,0,7125
M56,Smoke Treated,Smoke Treated-3,21366,sc-1214,0,0,110
M56,Smoke Treated,Smoke Treated-3,21366,sc-1214,1,0,317
M56,Smoke Treated,Smoke Treated-3,21366,sc-1240,0,0,291
M56,Smoke Treated,Smoke Treated-3,21366,sc-1240,1,0,181
M56,Smoke Treated,Smoke Treated-3,21366,sc-126,0,0,1437
M56,Smoke Treated,Smoke Treated-3,21366,sc-126,1,1,738
M56,Smoke Treated,Smoke Treated-3,21366,sc-1284,0,0,1431
M56,Smoke Treated,Smoke Treated-3,21366,sc-1284,1,0,814
M56,Smoke Treated,Smoke Treated-3,21366,sc-1285,0,0,1289
M56,Smoke Treated,Smoke Treated-3,21366,sc-1285,1,0,1517
M56,Smoke Treated,Smoke Treated-3,21366,sc-1287,0,0,215
M56,Smoke Treated,Smoke Treated-3,21366,sc-1287,1,0,1074
M56,Smoke Treated,Smoke Treated-3,21366,sc-13063,0,0,3220
M56,Smoke Treated,Smoke Treated-3,21366,sc-13063,1,0,2426
M56,Smoke Treated,Smoke Treated-3,21366,sc-131,0,0,1484
M56,Smoke Treated,Smoke Treated-3,21366,sc-131,1,0,1303
M56,Smoke Treated,Smoke Treated-3,21366,sc-13115,0,0,303
M56,Smoke Treated,Smoke Treated-3,21366,sc-13115,1,1,239
M56,Smoke Treated,Smoke Treated-3,21366,sc-13119,0,0,1173
M56,Smoke Treated,Smoke Treated-3,21366,sc-13119,1,0,880
M56,Smoke Treated,Smoke Treated-3,21366,sc-133102,0,0,1590
M56,Smoke Treated,Smoke Treated-3,21366,sc-133102,1,0,1980
M56,Smoke Treated,Smoke Treated-3,21366,sc-13515,0,0,3544
M56,Smoke Treated,Smoke Treated-3,21366,sc-13515,1,1,2640
M56,Smoke Treated,Smoke Treated-3,21366,sc-14,0,0,3553
M56,Smoke Treated,Smoke Treated-3,21366,sc-14,1,0,3995
M56,Smoke Treated,Smoke Treated-3,21366,sc-146,0,0,7425
M56,Smoke Treated,Smoke Treated-3,21366,sc-146,1,0,6715
M56,Smoke Treated,Smoke Treated-3,21366,sc-1514,0,0,1399
M56,Smoke Treated,Smoke Treated-3,21366,sc-1514,1,0,1092
M56,Smoke Treated,Smoke Treated-3,21366,sc-1521,0,1,316
M56,Smoke Treated,Smoke Treated-3,21366,sc-1521,1,1,122
M56,Smoke Treated,Smoke Treated-3,21366,sc-1526,0,0,478
M56,Smoke Treated,Smoke Treated-3,21366,sc-1526,1,0,1063
M56,Smoke Treated,Smoke Treated-3,21366,sc-1543,0,0,2962
M56,Smoke Treated,Smoke Treated-3,21366,sc-1543,1,0,2287
M56,Smoke Treated,Smoke Treated-3,21366,sc-1544,0,0,2550
M56,Smoke Treated,Smoke Treated-3,21366,sc-1544,1,0,1053
M56,Smoke Treated,Smoke Treated-3,21366,sc-16,0,0,285
M56,Smoke Treated,Smoke Treated-3,21366,sc-16,1,0,267
M56,Smoke Treated,Smoke Treated-3,21366,sc-1620,0,0,353
M56,Smoke Treated,Smoke Treated-3,21366,sc-1620,1,0,340
M56,Smoke Treated,Smoke Treated-3,21366,sc-1621,0,0,348
M56,Smoke Treated,Smoke Treated-3,21366,sc-1621,1,0,400
M56,Smoke Treated,Smoke Treated-3,21366,sc-163,0,0,2192
M56,Smoke Treated,Smoke Treated-3,21366,sc-163,1,0,1872
M56,Smoke Treated,Smoke Treated-3,21366,sc-1657,0,0,223
M56,Smoke Treated,Smoke Treated-3,21366,sc-1657,1,1,240
M56,Smoke Treated,Smoke Treated-3,21366,sc-16662-R,0,0,616
M56,Smoke Treated,Smoke Treated-3,21366,sc-16662-R,1,0,576
M56,Smoke Treated,Smoke Treated-3,21366,sc-1677,0,1,1226
M56,Smoke Treated,Smoke Treated-3,21366,sc-1677,1,1,531
M56,Smoke Treated,Smoke Treated-3,21366,sc-169,0,0,9270
M56,Smoke Treated,Smoke Treated-3,21366,sc-169,1,1,7911
M56,Smoke Treated,Smoke Treated-3,21366,sc-1696,0,0,4400
M56,Smoke Treated,Smoke Treated-3,21366,sc-1696,1,0,4142
M56,Smoke Treated,Smoke Treated-3,21366,sc-177,0,0,1626
M56,Smoke Treated,Smoke Treated-3,21366,sc-177,1,0,1436
M56,Smoke Treated,Smoke Treated-3,21366,sc-17808,0,0,43
M56,Smoke Treated,Smoke Treated-3,21366,sc-17808,1,0,412
M56,Smoke Treated,Smoke Treated-3,21366,sc-1842,0,1,233
M56,Smoke Treated,Smoke Treated-3,21366,sc-1842,1,1,328
M56,Smoke Treated,Smoke Treated-3,21366,sc-1851,0,0,2397
M56,Smoke Treated,Smoke Treated-3,21366,sc-1851,1,0,3977
M56,Smoke Treated,Smoke Treated-3,21366,sc-1872,0,0,610
M56,Smoke Treated,Smoke Treated-3,21366,sc-1872,1,0,796
M56,Smoke Treated,Smoke Treated-3,21366,sc-19,0,0,5871
M56,Smoke Treated,Smoke Treated-3,21366,sc-19,1,0,7267
M56,Smoke Treated,Smoke Treated-3,21366,sc-209,0,0,340
M56,Smoke Treated,Smoke Treated-3,21366,sc-209,1,0,420
M56,Smoke Treated,Smoke Treated-3,21366,sc-210,0,0,517
M56,Smoke Treated,Smoke Treated-3,21366,sc-210,1,0,307
M56,Smoke Treated,Smoke Treated-3,21366,sc-211,0,0,372
M56,Smoke Treated,Smoke Treated-3,21366,sc-211,1,0,570
M56,Smoke Treated,Smoke Treated-3,21366,sc-213,0,0,405
M56,Smoke Treated,Smoke Treated-3,21366,sc-213,1,0,340
M56,Smoke Treated,Smoke Treated-3,21366,sc-214,0,0,1220
M56,Smoke Treated,Smoke Treated-3,21366,sc-214,1,1,1251
M56,Smoke Treated,Smoke Treated-3,21366,sc-214-G,0,0,643
M56,Smoke Treated,Smoke Treated-3,21366,sc-214-G,1,0,630
M56,Smoke Treated,Smoke Treated-3,21366,sc-215,0,0,280
M56,Smoke Treated,Smoke Treated-3,21366,sc-215,1,0,359
M56,Smoke Treated,Smoke Treated-3,21366,sc-216,0,0,1775
M56,Smoke Treated,Smoke Treated-3,21366,sc-216,1,0,1778
M56,Smoke Treated,Smoke Treated-3,21366,sc-227,0,0,264
M56,Smoke Treated,Smoke Treated-3,21366,sc-227,1,0,234
M56,Smoke Treated,Smoke Treated-3,21366,sc-230,0,0,1582
M56,Smoke Treated,Smoke Treated-3,21366,sc-230,1,0,1502
M56,Smoke Treated,Smoke Treated-3,21366,sc-231,0,0,1448
M56,Smoke Treated,Smoke Treated-3,21366,sc-231,1,0,1429
M56,Smoke Treated,Smoke Treated-3,21366,sc-23764,0,0,161
M56,Smoke Treated,Smoke Treated-3,21366,sc-23764,1,0,477
M56,Smoke Treated,Smoke Treated-3,21366,sc-245,0,0,124
M56,Smoke Treated,Smoke Treated-3,21366,sc-245,1,0,301
M56,Smoke Treated,Smoke Treated-3,21366,sc-252,0,0,757
M56,Smoke Treated,Smoke Treated-3,21366,sc-252,1,0,678
M56,Smoke Treated,Smoke Treated-3,21366,sc-260,0,0,746
M56,Smoke Treated,Smoke Treated-3,21366,sc-260,1,0,673
M56,Smoke Treated,Smoke Treated-3,21366,sc-286,0,0,659
M56,Smoke Treated,Smoke Treated-3,21366,sc-286,1,0,710
M56,Smoke Treated,Smoke Treated-3,21366,sc-293128,0,0,612
M56,Smoke Treated,Smoke Treated-3,21366,sc-293128,1,0,735
M56,Smoke Treated,Smoke Treated-3,21366,sc-294,0,0,302
M56,Smoke Treated,Smoke Treated-3,21366,sc-294,1,0,215
M56,Smoke Treated,Smoke Treated-3,21366,sc-295,0,0,169
M56,Smoke Treated,Smoke Treated-3,21366,sc-295,1,0,134
M56,Smoke Treated,Smoke Treated-3,21366,sc-302,0,0,521
M56,Smoke Treated,Smoke Treated-3,21366,sc-302,1,0,350
M56,Smoke Treated,Smoke Treated-3,21366,sc-313,0,0,201
M56,Smoke Treated,Smoke Treated-3,21366,sc-313,1,0,127
M56,Smoke Treated,Smoke Treated-3,21366,sc-32020,0,0,138
M56,Smoke Treated,Smoke Treated-3,21366,sc-32020,1,0,143
M56,Smoke Treated,Smoke Treated-3,21366,sc-323,0,0,2387
M56,Smoke Treated,Smoke Treated-3,21366,sc-323,1,0,2385
M56,Smoke Treated,Smoke Treated-3,21366,sc-371,0,0,5946
M56,Smoke Treated,Smoke Treated-3,21366,sc-371,1,0,8913
M56,Smoke Treated,Smoke Treated-3,21366,sc-373894,0,0,2368
M56,Smoke Treated,Smoke Treated-3,21366,sc-373894,1,0,1883
M56,Smoke Treated,Smoke Treated-3,21366,sc-376142,0,1,10704
M56,Smoke Treated,Smoke Treated-3,21366,sc-376142,1,0,12221
M56,Smoke Treated,Smoke Treated-3,21366,sc-397,0,0,596
M56,Smoke Treated,Smoke Treated-3,21366,sc-397,1,0,1042
M56,Smoke Treated,Smoke Treated-3,21366,sc-407,0,0,1044
M56,Smoke Treated,Smoke Treated-3,21366,sc-407,1,0,1128
M56,Smoke Treated,Smoke Treated-3,21366,sc-408,0,0,411
M56,Smoke Treated,Smoke Treated-3,21366,sc-408,1,0,2226
M56,Smoke Treated,Smoke Treated-3,21366,sc-433,0,1,13119
M56,Smoke Treated,Smoke Treated-3,21366,sc-433,1,1,10571
M56,Smoke Treated,Smoke Treated-3,21366,sc-46674,0,0,343
M56,Smoke Treated,Smoke Treated-3,21366,sc-46674,1,0,346
M56,Smoke Treated,Smoke Treated-3,21366,sc-474-G,0,0,4520
M56,Smoke Treated,Smoke Treated-3,21366,sc-474-G,1,0,3564
M56,Smoke Treated,Smoke Treated-3,21366,sc-475,0,1,277
M56,Smoke Treated,Smoke Treated-3,21366,sc-475,1,0,330
M56,Smoke Treated,Smoke Treated-3,21366,sc-484,0,0,638
M56,Smoke Treated,Smoke Treated-3,21366,sc-484,1,0,741
M56,Smoke Treated,Smoke Treated-3,21366,sc-514268,0,0,2661
M56,Smoke Treated,Smoke Treated-3,21366,sc-514268,1,0,3153
M56,Smoke Treated,Smoke Treated-3,21366,sc-514568,0,0,1376
M56,Smoke Treated,Smoke Treated-3,21366,sc-514568,1,0,1493
M56,Smoke Treated,Smoke Treated-3,21366,sc-528,0,0,540
M56,Smoke Treated,Smoke Treated-3,21366,sc-528,1,0,604
M56,Smoke Treated,Smoke Treated-3,21366,sc-5284,0,1,588
M56,Smoke Treated,Smoke Treated-3,21366,sc-5284,1,1,302
M56,Smoke Treated,Smoke Treated-3,21366,sc-5298,0,0,717
M56,Smoke Treated,Smoke Treated-3,21366,sc-5298,1,0,792
M56,Smoke Treated,Smoke Treated-3,21366,sc-5390,0,0,1404
M56,Smoke Treated,Smoke Treated-3,21366,sc-5390,1,0,646
M56,Smoke Treated,Smoke Treated-3,21366,sc-54,0,0,479
M56,Smoke Treated,Smoke Treated-3,21366,sc-54,1,0,384
M56,Smoke Treated,Smoke Treated-3,21366,sc-558,0,0,1882
M56,Smoke Treated,Smoke Treated-3,21366,sc-558,1,0,829
M56,Smoke Treated,Smoke Treated-3,21366,sc-561,0,0,2977
M56,Smoke Treated,Smoke Treated-3,21366,sc-561,1,0,1717
M56,Smoke Treated,Smoke Treated-3,21366,sc-5614,0,0,2631
M56,Smoke Treated,Smoke Treated-3,21366,sc-5614,1,0,2647
M56,Smoke Treated,Smoke Treated-3,21366,sc-5620,0,0,167
M56,Smoke Treated,Smoke Treated-3,21366,sc-5620,1,1,419
M56,Smoke Treated,Smoke Treated-3,21366,sc-571,0,0,742
M56,Smoke Treated,Smoke Treated-3,21366,sc-571,1,0,536
M56,Smoke Treated,Smoke Treated-3,21366,sc-574,0,0,4754
M56,Smoke Treated,Smoke Treated-3,21366,sc-574,1,1,5012
M56,Smoke Treated,Smoke Treated-3,21366,sc-6009,0,1,721
M56,Smoke Treated,Smoke Treated-3,21366,sc-6009,1,1,349
M56,Smoke Treated,Smoke Treated-3,21366,sc-601,0,0,166
M56,Smoke Treated,Smoke Treated-3,21366,sc-601,1,1,308
M56,Smoke Treated,Smoke Treated-3,21366,sc-6013-R,0,1,1077
M56,Smoke Treated,Smoke Treated-3,21366,sc-6013-R,1,0,925
M56,Smoke Treated,Smoke Treated-3,21366,sc-6022,0,0,1356
M56,Smoke Treated,Smoke Treated-3,21366,sc-6022,1,0,2714
M56,Smoke Treated,Smoke Treated-3,21366,sc-6023,0,0,733
M56,Smoke Treated,Smoke Treated-3,21366,sc-6023,1,0,463
M56,Smoke Treated,Smoke Treated-3,21366,sc-6024,0,1,159
M56,Smoke Treated,Smoke Treated-3,21366,sc-6024,1,0,525
M56,Smoke Treated,Smoke Treated-3,21366,sc-6035,0,0,1144
M56,Smoke Treated,Smoke Treated-3,21366,sc-6035,1,0,1755
M56,Smoke Treated,Smoke Treated-3,21366,sc-6161,0,0,511
M56,Smoke Treated,Smoke Treated-3,21366,sc-6161,1,0,763
M56,Smoke Treated,Smoke Treated-3,21366,sc-6212,0,0,2505
M56,Smoke Treated,Smoke Treated-3,21366,sc-6212,1,0,2346
M56,Smoke Treated,Smoke Treated-3,21366,sc-6213,0,0,565
M56,Smoke Treated,Smoke Treated-3,21366,sc-6213,1,0,752
M56,Smoke Treated,Smoke Treated-3,21366,sc-622,0,0,2149
M56,Smoke Treated,Smoke Treated-3,21366,sc-622,1,0,2049
M56,Smoke Treated,Smoke Treated-3,21366,sc-6221,0,0,2192
M56,Smoke Treated,Smoke Treated-3,21366,sc-6221,1,0,1325
M56,Smoke Treated,Smoke Treated-3,21366,sc-6230,0,0,485
M56,Smoke Treated,Smoke Treated-3,21366,sc-6230,1,0,1786
M56,Smoke Treated,Smoke Treated-3,21366,sc-6240,0,0,798
M56,Smoke Treated,Smoke Treated-3,21366,sc-6240,1,0,1217
M56,Smoke Treated,Smoke Treated-3,21366,sc-6241,0,0,1512
M56,Smoke Treated,Smoke Treated-3,21366,sc-6241,1,0,487
M56,Smoke Treated,Smoke Treated-3,21366,sc-6242,0,0,4247
M56,Smoke Treated,Smoke Treated-3,21366,sc-6242,1,0,4835
M56,Smoke Treated,Smoke Treated-3,21366,sc-6247,0,0,2191
M56,Smoke Treated,Smoke Treated-3,21366,sc-6247,1,1,2681
M56,Smoke Treated,Smoke Treated-3,21366,sc-6248,0,0,559
M56,Smoke Treated,Smoke Treated-3,21366,sc-6248,1,0,689
M56,Smoke Treated,Smoke Treated-3,21366,sc-6282,0,0,2431
M56,Smoke Treated,Smoke Treated-3,21366,sc-6282,1,0,3182
M56,Smoke Treated,Smoke Treated-3,21366,sc-6286,0,0,303
M56,Smoke Treated,Smoke Treated-3,21366,sc-6286,1,1,287
M56,Smoke Treated,Smoke Treated-3,21366,sc-6287,0,0,2899
M56,Smoke Treated,Smoke Treated-3,21366,sc-6287,1,1,2211
M56,Smoke Treated,Smoke Treated-3,21366,sc-6364,0,0,1824
M56,Smoke Treated,Smoke Treated-3,21366,sc-6364,1,0,1484
M56,Smoke Treated,Smoke Treated-3,21366,sc-6368,0,0,1454
M56,Smoke Treated,Smoke Treated-3,21366,sc-6368,1,0,2316
M56,Smoke Treated,Smoke Treated-3,21366,sc-639,0,0,1043
M56,Smoke Treated,Smoke Treated-3,21366,sc-639,1,0,1512
M56,Smoke Treated,Smoke Treated-3,21366,sc-6429,0,0,453
M56,Smoke Treated,Smoke Treated-3,21366,sc-6429,1,0,219
M56,Smoke Treated,Smoke Treated-3,21366,sc-6472,0,0,644
M56,Smoke Treated,Smoke Treated-3,21366,sc-6472,1,0,423
M56,Smoke Treated,Smoke Treated-3,21366,sc-6474,0,0,1095
M56,Smoke Treated,Smoke Treated-3,21366,sc-6474,1,0,703
M56,Smoke Treated,Smoke Treated-3,21366,sc-6475,0,0,357
M56,Smoke Treated,Smoke Treated-3,21366,sc-6475,1,0,373
M56,Smoke Treated,Smoke Treated-3,21366,sc-6478,0,1,774
M56,Smoke Treated,Smoke Treated-3,21366,sc-6478,1,0,671
M56,Smoke Treated,Smoke Treated-3,21366,sc-6483,0,1,2658
M56,Smoke Treated,Smoke Treated-3,21366,sc-6483,1,0,1255
M56,Smoke Treated,Smoke Treated-3,21366,sc-6539,0,0,1496
M56,Smoke Treated,Smoke Treated-3,21366,sc-6539,1,0,1512
M56,Smoke Treated,Smoke Treated-3,21366,sc-6865,0,0,193
M56,Smoke Treated,Smoke Treated-3,21366,sc-6865,1,1,505
M56,Smoke Treated,Smoke Treated-3,21366,sc-6884,0,0,1509
M56,Smoke Treated,Smoke Treated-3,21366,sc-6884,1,0,2031
M56,Smoke Treated,Smoke Treated-3,21366,sc-6932,0,0,1843
M56,Smoke Treated,Smoke Treated-3,21366,sc-6932,1,0,1332
M56,Smoke Treated,Smoke Treated-3,21366,sc-7125,0,0,1499
M56,Smoke Treated,Smoke Treated-3,21366,sc-7125,1,1,1469
M56,Smoke Treated,Smoke Treated-3,21366,sc-7127,0,1,769
M56,Smoke Treated,Smoke Treated-3,21366,sc-7127,1,0,1207
M56,Smoke Treated,Smoke Treated-3,21366,sc-7190,0,1,778
M56,Smoke Treated,Smoke Treated-3,21366,sc-7190,1,1,811
M56,Smoke Treated,Smoke Treated-3,21366,sc-7198,0,0,347
M56,Smoke Treated,Smoke Treated-3,21366,sc-7198,1,0,315
M56,Smoke Treated,Smoke Treated-3,21366,sc-7205,0,0,1439
M56,Smoke Treated,Smoke Treated-3,21366,sc-7205,1,1,968
M56,Smoke Treated,Smoke Treated-3,21366,sc-7211,0,0,17561
M56,Smoke Treated,Smoke Treated-3,21366,sc-7211,1,0,17429
M56,Smoke Treated,Smoke Treated-3,21366,sc-7218,0,0,4988
M56,Smoke Treated,Smoke Treated-3,21366,sc-7218,1,0,4353
M56,Smoke Treated,Smoke Treated-3,21366,sc-7229,0,0,577
M56,Smoke Treated,Smoke Treated-3,21366,sc-7229,1,0,2015
M56,Smoke Treated,Smoke Treated-3,21366,sc-7230,0,0,446
M56,Smoke Treated,Smoke Treated-3,21366,sc-7230,1,0,658
M56,Smoke Treated,Smoke Treated-3,21366,sc-7235,0,0,635
M56,Smoke Treated,Smoke Treated-3,21366,sc-7235,1,0,268
M56,Smoke Treated,Smoke Treated-3,21366,sc-7263,0,0,2681
M56,Smoke Treated,Smoke Treated-3,21366,sc-7263,1,1,1882
M56,Smoke Treated,Smoke Treated-3,21366,sc-7264,0,0,1165
M56,Smoke Treated,Smoke Treated-3,21366,sc-7264,1,0,815
M56,Smoke Treated,Smoke Treated-3,21366,sc-7274,0,1,1073
M56,Smoke Treated,Smoke Treated-3,21366,sc-7274,1,1,984
M56,Smoke Treated,Smoke Treated-3,21366,sc-7289,0,1,336
M56,Smoke Treated,Smoke Treated-3,21366,sc-7289,1,1,289
M56,Smoke Treated,Smoke Treated-3,21366,sc-7291,0,0,1114
M56,Smoke Treated,Smoke Treated-3,21366,sc-7291,1,0,842
M56,Smoke Treated,Smoke Treated-3,21366,sc-7298,0,1,251
M56,Smoke Treated,Smoke Treated-3,21366,sc-7298,1,1,241
M56,Smoke Treated,Smoke Treated-3,21366,sc-7331,0,0,520
M56,Smoke Treated,Smoke Treated-3,21366,sc-7331,1,0,538
M56,Smoke Treated,Smoke Treated-3,21366,sc-7344,0,0,1122
M56,Smoke Treated,Smoke Treated-3,21366,sc-7344,1,0,1534
M56,Smoke Treated,Smoke Treated-3,21366,sc-7345,0,0,722
M56,Smoke Treated,Smoke Treated-3,21366,sc-7345,1,1,943
M56,Smoke Treated,Smoke Treated-3,21366,sc-7351,0,1,929
M56,Smoke Treated,Smoke Treated-3,21366,sc-7351,1,1,992
M56,Smoke Treated,Smoke Treated-3,21366,sc-7383,0,0,241
M56,Smoke Treated,Smoke Treated-3,21366,sc-7383,1,0,198
M56,Smoke Treated,Smoke Treated-3,21366,sc-7439,0,0,932
M56,Smoke Treated,Smoke Treated-3,21366,sc-7439,1,0,1184
M56,Smoke Treated,Smoke Treated-3,21366,sc-7440,0,0,156
M56,Smoke Treated,Smoke Treated-3,21366,sc-7440,1,1,760
M56,Smoke Treated,Smoke Treated-3,21366,sc-7445,0,0,797
M56,Smoke Treated,Smoke Treated-3,21366,sc-7445,1,1,2302
M56,Smoke Treated,Smoke Treated-3,21366,sc-74459,0,1,448
M56,Smoke Treated,Smoke Treated-3,21366,sc-74459,1,1,948
M56,Smoke Treated,Smoke Treated-3,21366,sc-74576,0,0,343
M56,Smoke Treated,Smoke Treated-3,21366,sc-74576,1,0,277
M56,Smoke Treated,Smoke Treated-3,21366,sc-748,0,0,706
M56,Smoke Treated,Smoke Treated-3,21366,sc-748,1,0,3603
M56,Smoke Treated,Smoke Treated-3,21366,sc-7482,0,0,1041
M56,Smoke Treated,Smoke Treated-3,21366,sc-7482,1,0,1535
M56,Smoke Treated,Smoke Treated-3,21366,sc-7516,0,0,625
M56,Smoke Treated,Smoke Treated-3,21366,sc-7516,1,0,316
M56,Smoke Treated,Smoke Treated-3,21366,sc-7518,0,0,187
M56,Smoke Treated,Smoke Treated-3,21366,sc-7518,1,0,342
M56,Smoke Treated,Smoke Treated-3,21366,sc-7519,0,0,18
M56,Smoke Treated,Smoke Treated-3,21366,sc-7519,1,0,32
M56,Smoke Treated,Smoke Treated-3,21366,sc-753,0,0,1651
M56,Smoke Treated,Smoke Treated-3,21366,sc-753,1,0,1644
M56,Smoke Treated,Smoke Treated-3,21366,sc-754,0,0,1765
M56,Smoke Treated,Smoke Treated-3,21366,sc-754,1,1,2944
M56,Smoke Treated,Smoke Treated-3,21366,sc-7588,0,0,74
M56,Smoke Treated,Smoke Treated-3,21366,sc-7588,1,0,105
M56,Smoke Treated,Smoke Treated-3,21366,sc-7589,0,1,112
M56,Smoke Treated,Smoke Treated-3,21366,sc-7589,1,0,129
M56,Smoke Treated,Smoke Treated-3,21366,sc-7606,0,0,5558
M56,Smoke Treated,Smoke Treated-3,21366,sc-7606,1,0,5680
M56,Smoke Treated,Smoke Treated-3,21366,sc-7670,0,0,2008
M56,Smoke Treated,Smoke Treated-3,21366,sc-7670,1,0,1628
M56,Smoke Treated,Smoke Treated-3,21366,sc-7865,0,0,2335
M56,Smoke Treated,Smoke Treated-3,21366,sc-7865,1,0,2411
M56,Smoke Treated,Smoke Treated-3,21366,sc-7871,0,0,1835
M56,Smoke Treated,Smoke Treated-3,21366,sc-7871,1,0,1493
M56,Smoke Treated,Smoke Treated-3,21366,sc-7883,0,0,15317
M56,Smoke Treated,Smoke Treated-3,21366,sc-7883,1,0,14213
M56,Smoke Treated,Smoke Treated-3,21366,sc-7886,0,0,1315
M56,Smoke Treated,Smoke Treated-3,21366,sc-7886,1,0,1339
M56,Smoke Treated,Smoke Treated-3,21366,sc-7898,0,0,2542
M56,Smoke Treated,Smoke Treated-3,21366,sc-7898,1,0,2588
M56,Smoke Treated,Smoke Treated-3,21366,sc-7931,0,0,1443
M56,Smoke Treated,Smoke Treated-3,21366,sc-7931,1,0,1006
M56,Smoke Treated,Smoke Treated-3,21366,sc-7943,0,0,2782
M56,Smoke Treated,Smoke Treated-3,21366,sc-7943,1,0,1633
M56,Smoke Treated,Smoke Treated-3,21366,sc-7961,0,1,5773
M56,Smoke Treated,Smoke Treated-3,21366,sc-7961,1,1,3561
M56,Smoke Treated,Smoke Treated-3,21366,sc-7967,0,0,233
M56,Smoke Treated,Smoke Treated-3,21366,sc-7967,1,0,122
M56,Smoke Treated,Smoke Treated-3,21366,sc-7973,0,0,248
M56,Smoke Treated,Smoke Treated-3,21366,sc-7973,1,0,173
M56,Smoke Treated,Smoke Treated-3,21366,sc-7974,0,1,3390
M56,Smoke Treated,Smoke Treated-3,21366,sc-7974,1,1,2985
M56,Smoke Treated,Smoke Treated-3,21366,sc-8004,0,1,478
M56,Smoke Treated,Smoke Treated-3,21366,sc-8004,1,1,306
M56,Smoke Treated,Smoke Treated-3,21366,sc-8017,0,0,760
M56,Smoke Treated,Smoke Treated-3,21366,sc-8017,1,0,577
M56,Smoke Treated,Smoke Treated-3,21366,sc-8058,0,0,155
M56,Smoke Treated,Smoke Treated-3,21366,sc-8058,1,1,451
M56,Smoke Treated,Smoke Treated-3,21366,sc-8124,0,1,177
M56,Smoke Treated,Smoke Treated-3,21366,sc-8124,1,1,252
M56,Smoke Treated,Smoke Treated-3,21366,sc-8125,0,1,540
M56,Smoke Treated,Smoke Treated-3,21366,sc-8125,1,1,492
M56,Smoke Treated,Smoke Treated-3,21366,sc-819,0,0,643
M56,Smoke Treated,Smoke Treated-3,21366,sc-819,1,0,870
M56,Smoke Treated,Smoke Treated-3,21366,sc-8211,0,0,536
M56,Smoke Treated,Smoke Treated-3,21366,sc-8211,1,0,827
M56,Smoke Treated,Smoke Treated-3,21366,sc-822,0,0,132
M56,Smoke Treated,Smoke Treated-3,21366,sc-822,1,1,113
M56,Smoke Treated,Smoke Treated-3,21366,sc-8251,0,0,207
M56,Smoke Treated,Smoke Treated-3,21366,sc-8251,1,0,225
M56,Smoke Treated,Smoke Treated-3,21366,sc-832,0,0,432
M56,Smoke Treated,Smoke Treated-3,21366,sc-832,1,0,694
M56,Smoke Treated,Smoke Treated-3,21366,sc-8394,0,0,332
M56,Smoke Treated,Smoke Treated-3,21366,sc-8394,1,1,315
M56,Smoke Treated,Smoke Treated-3,21366,sc-8398,0,1,425
M56,Smoke Treated,Smoke Treated-3,21366,sc-8398,1,1,305
M56,Smoke Treated,Smoke Treated-3,21366,sc-8403,0,0,2682
M56,Smoke Treated,Smoke Treated-3,21366,sc-8403,1,0,1479
M56,Smoke Treated,Smoke Treated-3,21366,sc-8404,0,0,2261
M56,Smoke Treated,Smoke Treated-3,21366,sc-8404,1,0,1952
M56,Smoke Treated,Smoke Treated-3,21366,sc-8407,0,0,1798
M56,Smoke Treated,Smoke Treated-3,21366,sc-8407,1,0,1525
M56,Smoke Treated,Smoke Treated-3,21366,sc-8408,0,0,5542
