Sample ID,Treatment,Treatment Details,Barcode,antibody,replicate,Flag,Normalized
M55,Smoke Treated,Smoke Treated-2,21365,PK800,0,0,3049
M55,Smoke Treated,Smoke Treated-2,21365,PK800,1,0,2919
M55,Smoke Treated,Smoke Treated-2,21365,PK801,0,0,3543
M55,Smoke Treated,Smoke Treated-2,21365,PK801,1,0,3623
M55,Smoke Treated,Smoke Treated-2,21365,PK802,0,0,6308
M55,Smoke Treated,Smoke Treated-2,21365,PK802,1,0,8041
M55,Smoke Treated,Smoke Treated-2,21365,PK803,0,0,10583
M55,Smoke Treated,Smoke Treated-2,21365,PK803,1,0,8575
M55,Smoke Treated,Smoke Treated-2,21365,PK804,0,0,5903
M55,Smoke Treated,Smoke Treated-2,21365,PK804,1,0,7133
M55,Smoke Treated,Smoke Treated-2,21365,PK805,0,0,3656
M55,Smoke Treated,Smoke Treated-2,21365,PK805,1,1,3595
M55,Smoke Treated,Smoke Treated-2,21365,PK806,0,0,4965
M55,Smoke Treated,Smoke Treated-2,21365,PK806,1,0,5525
M55,Smoke Treated,Smoke Treated-2,21365,PK807,0,0,4481
M55,Smoke Treated,Smoke Treated-2,21365,PK807,1,0,4347
M55,Smoke Treated,Smoke Treated-2,21365,PK808,0,0,4286
M55,Smoke Treated,Smoke Treated-2,21365,PK808,1,0,3934
M55,Smoke Treated,Smoke Treated-2,21365,PK809,0,0,2205
M55,Smoke Treated,Smoke Treated-2,21365,PK809,1,0,3096
M55,Smoke Treated,Smoke Treated-2,21365,PK810,0,0,18889
M55,Smoke Treated,Smoke Treated-2,21365,PK810,1,0,13640
M55,Smoke Treated,Smoke Treated-2,21365,PK811,0,0,3370
M55,Smoke Treated,Smoke Treated-2,21365,PK811,1,0,3386
M55,Smoke Treated,Smoke Treated-2,21365,PK812,0,0,1521
M55,Smoke Treated,Smoke Treated-2,21365,PK812,1,0,2501
M55,Smoke Treated,Smoke Treated-2,21365,PK813,0,0,6245
M55,Smoke Treated,Smoke Treated-2,21365,PK813,1,0,8741
M55,Smoke Treated,Smoke Treated-2,21365,PK814,0,0,4246
M55,Smoke Treated,Smoke Treated-2,21365,PK814,1,0,3006
M55,Smoke Treated,Smoke Treated-2,21365,PK815,0,0,4011
M55,Smoke Treated,Smoke Treated-2,21365,PK815,1,0,2691
M55,Smoke Treated,Smoke Treated-2,21365,PK816,0,0,1988
M55,Smoke Treated,Smoke Treated-2,21365,PK816,1,0,1689
M55,Smoke Treated,Smoke Treated-2,21365,PK817,0,0,3056
M55,Smoke Treated,Smoke Treated-2,21365,PK817,1,0,2052
M55,Smoke Treated,Smoke Treated-2,21365,PK818,0,0,670
M55,Smoke Treated,Smoke Treated-2,21365,PK818,1,0,684
M55,Smoke Treated,Smoke Treated-2,21365,PK818-2,0,0,3889
M55,Smoke Treated,Smoke Treated-2,21365,PK818-2,1,0,3587
M55,Smoke Treated,Smoke Treated-2,21365,PK819,0,0,1662
M55,Smoke Treated,Smoke Treated-2,21365,PK819,1,0,2143
M55,Smoke Treated,Smoke Treated-2,21365,PK820,0,0,1763
M55,Smoke Treated,Smoke Treated-2,21365,PK820,1,0,1966
M55,Smoke Treated,Smoke Treated-2,21365,PK821,0,0,5086
M55,Smoke Treated,Smoke Treated-2,21365,PK821,1,0,5662
M55,Smoke Treated,Smoke Treated-2,21365,PK822,0,0,8515
M55,Smoke Treated,Smoke Treated-2,21365,PK822,1,0,6625
M55,Smoke Treated,Smoke Treated-2,21365,PK823,0,0,974
M55,Smoke Treated,Smoke Treated-2,21365,PK823,1,0,531
M55,Smoke Treated,Smoke Treated-2,21365,PK824,0,0,7896
M55,Smoke Treated,Smoke Treated-2,21365,PK824,1,0,9739
M55,Smoke Treated,Smoke Treated-2,21365,PK825,0,0,5169
M55,Smoke Treated,Smoke Treated-2,21365,PK825,1,0,3593
M55,Smoke Treated,Smoke Treated-2,21365,PK826,0,0,786
M55,Smoke Treated,Smoke Treated-2,21365,PK826,1,0,776
M55,Smoke Treated,Smoke Treated-2,21365,PK827,0,0,841
M55,Smoke Treated,Smoke Treated-2,21365,PK827,1,0,550
M55,Smoke Treated,Smoke Treated-2,21365,PK828,0,0,13076
M55,Smoke Treated,Smoke Treated-2,21365,PK828,1,0,18384
M55,Smoke Treated,Smoke Treated-2,21365,PK829,0,0,4056
M55,Smoke Treated,Smoke Treated-2,21365,PK829,1,0,3820
M55,Smoke Treated,Smoke Treated-2,21365,PK830,0,0,5526
M55,Smoke Treated,Smoke Treated-2,21365,PK830,1,0,5581
M55,Smoke Treated,Smoke Treated-2,21365,PK831,0,0,2747
M55,Smoke Treated,Smoke Treated-2,21365,PK831,1,0,1556
M55,Smoke Treated,Smoke Treated-2,21365,PK832,0,0,6681
M55,Smoke Treated,Smoke Treated-2,21365,PK832,1,1,4001
M55,Smoke Treated,Smoke Treated-2,21365,PK833,0,0,9664
M55,Smoke Treated,Smoke Treated-2,21365,PK833,1,0,8485
M55,Smoke Treated,Smoke Treated-2,21365,PK834,0,0,59
M55,Smoke Treated,Smoke Treated-2,21365,PK834,1,1,46
M55,Smoke Treated,Smoke Treated-2,21365,PK835,0,0,548
M55,Smoke Treated,Smoke Treated-2,21365,PK835,1,0,429
M55,Smoke Treated,Smoke Treated-2,21365,PK836,0,0,2874
M55,Smoke Treated,Smoke Treated-2,21365,PK836,1,0,2475
M55,Smoke Treated,Smoke Treated-2,21365,PK837,0,0,7394
M55,Smoke Treated,Smoke Treated-2,21365,PK837,1,1,5150
M55,Smoke Treated,Smoke Treated-2,21365,PK838,0,0,4348
M55,Smoke Treated,Smoke Treated-2,21365,PK838,1,0,3519
M55,Smoke Treated,Smoke Treated-2,21365,PK839,0,0,107
M55,Smoke Treated,Smoke Treated-2,21365,PK839,1,1,116
M55,Smoke Treated,Smoke Treated-2,21365,PK840,0,0,1874
M55,Smoke Treated,Smoke Treated-2,21365,PK840,1,0,2303
M55,Smoke Treated,Smoke Treated-2,21365,PK841,0,0,2479
M55,Smoke Treated,Smoke Treated-2,21365,PK841,1,0,1813
M55,Smoke Treated,Smoke Treated-2,21365,PK842,0,0,7313
M55,Smoke Treated,Smoke Treated-2,21365,PK842,1,0,6855
M55,Smoke Treated,Smoke Treated-2,21365,PK843,0,0,6545
M55,Smoke Treated,Smoke Treated-2,21365,PK843,1,0,9004
M55,Smoke Treated,Smoke Treated-2,21365,PK844,0,0,5625
M55,Smoke Treated,Smoke Treated-2,21365,PK844,1,0,4903
M55,Smoke Treated,Smoke Treated-2,21365,PK845,0,0,6736
M55,Smoke Treated,Smoke Treated-2,21365,PK845,1,0,7791
M55,Smoke Treated,Smoke Treated-2,21365,PK846,0,0,5801
M55,Smoke Treated,Smoke Treated-2,21365,PK846,1,0,5545
M55,Smoke Treated,Smoke Treated-2,21365,PK847,0,0,3062
M55,Smoke Treated,Smoke Treated-2,21365,PK847,1,0,3715
M55,Smoke Treated,Smoke Treated-2,21365,PK848,0,0,8286
M55,Smoke Treated,Smoke Treated-2,21365,PK848,1,0,11726
M55,Smoke Treated,Smoke Treated-2,21365,PK850,0,0,7317
M55,Smoke Treated,Smoke Treated-2,21365,PK850,1,0,10302
M55,Smoke Treated,Smoke Treated-2,21365,PK851,0,0,1477
M55,Smoke Treated,Smoke Treated-2,21365,PK851,1,0,1665
M55,Smoke Treated,Smoke Treated-2,21365,PK852,0,0,4835
M55,Smoke Treated,Smoke Treated-2,21365,PK852,1,0,5513
M55,Smoke Treated,Smoke Treated-2,21365,PK853,0,1,1810
M55,Smoke Treated,Smoke Treated-2,21365,PK853,1,0,2033
M55,Smoke Treated,Smoke Treated-2,21365,PK854,0,0,2135
M55,Smoke Treated,Smoke Treated-2,21365,PK854,1,0,2286
M55,Smoke Treated,Smoke Treated-2,21365,PK855,0,0,9124
M55,Smoke Treated,Smoke Treated-2,21365,PK855,1,0,5677
M55,Smoke Treated,Smoke Treated-2,21365,PK856,0,0,4563
M55,Smoke Treated,Smoke Treated-2,21365,PK856,1,0,8330
M55,Smoke Treated,Smoke Treated-2,21365,PK857,0,0,5932
M55,Smoke Treated,Smoke Treated-2,21365,PK857,1,0,5959
M55,Smoke Treated,Smoke Treated-2,21365,PK858,0,0,16228
M55,Smoke Treated,Smoke Treated-2,21365,PK858,1,1,11896
M55,Smoke Treated,Smoke Treated-2,21365,PK859,0,0,12236
M55,Smoke Treated,Smoke Treated-2,21365,PK859,1,0,8095
M55,Smoke Treated,Smoke Treated-2,21365,PK860,0,0,91
M55,Smoke Treated,Smoke Treated-2,21365,PK860,1,0,87
M55,Smoke Treated,Smoke Treated-2,21365,PK861,0,0,2059
M55,Smoke Treated,Smoke Treated-2,21365,PK861,1,0,1878
M55,Smoke Treated,Smoke Treated-2,21365,PK862,0,0,11218
M55,Smoke Treated,Smoke Treated-2,21365,PK862,1,1,7130
M55,Smoke Treated,Smoke Treated-2,21365,PK863,0,0,5271
M55,Smoke Treated,Smoke Treated-2,21365,PK863,1,0,5186
M55,Smoke Treated,Smoke Treated-2,21365,PK864,0,0,6969
M55,Smoke Treated,Smoke Treated-2,21365,PK864,1,0,4255
M55,Smoke Treated,Smoke Treated-2,21365,PK865,0,1,56
M55,Smoke Treated,Smoke Treated-2,21365,PK865,1,0,38
M55,Smoke Treated,Smoke Treated-2,21365,PK866,0,0,4713
M55,Smoke Treated,Smoke Treated-2,21365,PK866,1,0,3014
M55,Smoke Treated,Smoke Treated-2,21365,PK868,0,0,3158
M55,Smoke Treated,Smoke Treated-2,21365,PK868,1,0,3856
M55,Smoke Treated,Smoke Treated-2,21365,PK869,0,0,4448
M55,Smoke Treated,Smoke Treated-2,21365,PK869,1,0,7462
M55,Smoke Treated,Smoke Treated-2,21365,PK870,0,0,1943
M55,Smoke Treated,Smoke Treated-2,21365,PK870,1,0,1734
M55,Smoke Treated,Smoke Treated-2,21365,PK871,0,0,2072
M55,Smoke Treated,Smoke Treated-2,21365,PK871,1,0,2419
M55,Smoke Treated,Smoke Treated-2,21365,PK872,0,0,3378
M55,Smoke Treated,Smoke Treated-2,21365,PK872,1,0,3130
M55,Smoke Treated,Smoke Treated-2,21365,PK873,0,0,9851
M55,Smoke Treated,Smoke Treated-2,21365,PK873,1,0,8989
M55,Smoke Treated,Smoke Treated-2,21365,PK874,0,0,1071
M55,Smoke Treated,Smoke Treated-2,21365,PK874,1,0,481
M55,Smoke Treated,Smoke Treated-2,21365,PK875,0,0,9517
M55,Smoke Treated,Smoke Treated-2,21365,PK875,1,0,6403
M55,Smoke Treated,Smoke Treated-2,21365,PK876,0,0,3257
M55,Smoke Treated,Smoke Treated-2,21365,PK876,1,0,3857
M55,Smoke Treated,Smoke Treated-2,21365,PK877,0,0,5581
M55,Smoke Treated,Smoke Treated-2,21365,PK877,1,0,7130
M55,Smoke Treated,Smoke Treated-2,21365,PK878,0,0,5493
M55,Smoke Treated,Smoke Treated-2,21365,PK878,1,0,4200
M55,Smoke Treated,Smoke Treated-2,21365,PK879,0,0,10224
M55,Smoke Treated,Smoke Treated-2,21365,PK879,1,0,14108
M55,Smoke Treated,Smoke Treated-2,21365,PK880,0,0,3140
M55,Smoke Treated,Smoke Treated-2,21365,PK880,1,0,4676
M55,Smoke Treated,Smoke Treated-2,21365,PK881,0,0,5868
M55,Smoke Treated,Smoke Treated-2,21365,PK881,1,0,6542
M55,Smoke Treated,Smoke Treated-2,21365,PK882,0,0,298
M55,Smoke Treated,Smoke Treated-2,21365,PK882,1,0,270
M55,Smoke Treated,Smoke Treated-2,21365,PK883,0,0,8671
M55,Smoke Treated,Smoke Treated-2,21365,PK883,1,0,9409
M55,Smoke Treated,Smoke Treated-2,21365,PK884,0,0,10309
M55,Smoke Treated,Smoke Treated-2,21365,PK884,1,0,9718
M55,Smoke Treated,Smoke Treated-2,21365,PK885,0,0,11723
M55,Smoke Treated,Smoke Treated-2,21365,PK885,1,0,10399
M55,Smoke Treated,Smoke Treated-2,21365,PK886,0,1,33
M55,Smoke Treated,Smoke Treated-2,21365,PK886,1,1,25
M55,Smoke Treated,Smoke Treated-2,21365,PK887,0,0,10832
M55,Smoke Treated,Smoke Treated-2,21365,PK887,1,0,12877
M55,Smoke Treated,Smoke Treated-2,21365,PK888,0,0,20009
M55,Smoke Treated,Smoke Treated-2,21365,PK888,1,0,25204
M55,Smoke Treated,Smoke Treated-2,21365,PK889,0,0,5444
M55,Smoke Treated,Smoke Treated-2,21365,PK889,1,0,6670
M55,Smoke Treated,Smoke Treated-2,21365,PK890,0,0,19418
M55,Smoke Treated,Smoke Treated-2,21365,PK890,1,0,22551
M55,Smoke Treated,Smoke Treated-2,21365,PK891,0,0,115
M55,Smoke Treated,Smoke Treated-2,21365,PK891,1,0,151
M55,Smoke Treated,Smoke Treated-2,21365,PK892,0,0,4595
M55,Smoke Treated,Smoke Treated-2,21365,PK892,1,0,6799
M55,Smoke Treated,Smoke Treated-2,21365,PK893,0,0,23444
M55,Smoke Treated,Smoke Treated-2,21365,PK893,1,0,20313
M55,Smoke Treated,Smoke Treated-2,21365,PK894,0,0,4875
M55,Smoke Treated,Smoke Treated-2,21365,PK894,1,0,3419
M55,Smoke Treated,Smoke Treated-2,21365,PK895,0,0,6698
M55,Smoke Treated,Smoke Treated-2,21365,PK895,1,0,6067
M55,Smoke Treated,Smoke Treated-2,21365,PK896,0,0,1779
M55,Smoke Treated,Smoke Treated-2,21365,PK896,1,0,1472
M55,Smoke Treated,Smoke Treated-2,21365,PK897,0,0,5802
M55,Smoke Treated,Smoke Treated-2,21365,PK897,1,0,6344
M55,Smoke Treated,Smoke Treated-2,21365,PK898,0,0,5963
M55,Smoke Treated,Smoke Treated-2,21365,PK898,1,0,4841
M55,Smoke Treated,Smoke Treated-2,21365,PK899,0,0,2875
M55,Smoke Treated,Smoke Treated-2,21365,PK899,1,0,1735
M55,Smoke Treated,Smoke Treated-2,21365,PK900,0,0,12881
M55,Smoke Treated,Smoke Treated-2,21365,PK900,1,0,11919
M55,Smoke Treated,Smoke Treated-2,21365,PK901,0,0,7156
M55,Smoke Treated,Smoke Treated-2,21365,PK901,1,0,9101
M55,Smoke Treated,Smoke Treated-2,21365,PK902,0,0,4657
M55,Smoke Treated,Smoke Treated-2,21365,PK902,1,0,4882
M55,Smoke Treated,Smoke Treated-2,21365,PK903,0,0,2102
M55,Smoke Treated,Smoke Treated-2,21365,PK903,1,0,1901
M55,Smoke Treated,Smoke Treated-2,21365,PK904,0,0,3522
M55,Smoke Treated,Smoke Treated-2,21365,PK904,1,0,3896
M55,Smoke Treated,Smoke Treated-2,21365,PK905,0,0,5510
M55,Smoke Treated,Smoke Treated-2,21365,PK905,1,0,5174
M55,Smoke Treated,Smoke Treated-2,21365,PK906,0,0,18113
M55,Smoke Treated,Smoke Treated-2,21365,PK906,1,0,19074
M55,Smoke Treated,Smoke Treated-2,21365,PK907,0,0,17163
M55,Smoke Treated,Smoke Treated-2,21365,PK907,1,0,14644
M55,Smoke Treated,Smoke Treated-2,21365,PK908,0,0,3531
M55,Smoke Treated,Smoke Treated-2,21365,PK908,1,0,2984
M55,Smoke Treated,Smoke Treated-2,21365,PK909,0,0,8711
M55,Smoke Treated,Smoke Treated-2,21365,PK909,1,0,9657
M55,Smoke Treated,Smoke Treated-2,21365,PK910,0,0,1621
M55,Smoke Treated,Smoke Treated-2,21365,PK910,1,0,1947
M55,Smoke Treated,Smoke Treated-2,21365,PK912,0,0,6211
M55,Smoke Treated,Smoke Treated-2,21365,PK912,1,0,5672
M55,Smoke Treated,Smoke Treated-2,21365,PK913,0,0,7139
M55,Smoke Treated,Smoke Treated-2,21365,PK913,1,0,7813
M55,Smoke Treated,Smoke Treated-2,21365,PK914,0,0,8168
M55,Smoke Treated,Smoke Treated-2,21365,PK914,1,0,7728
M55,Smoke Treated,Smoke Treated-2,21365,PK915,0,0,1661
M55,Smoke Treated,Smoke Treated-2,21365,PK915,1,0,1830
M55,Smoke Treated,Smoke Treated-2,21365,PK916,0,0,16329
M55,Smoke Treated,Smoke Treated-2,21365,PK916,1,0,18131
M55,Smoke Treated,Smoke Treated-2,21365,PK917,0,0,5583
M55,Smoke Treated,Smoke Treated-2,21365,PK917,1,0,4826
M55,Smoke Treated,Smoke Treated-2,21365,PK918,0,0,11988
M55,Smoke Treated,Smoke Treated-2,21365,PK918,1,0,14325
M55,Smoke Treated,Smoke Treated-2,21365,PK919,0,0,8505
M55,Smoke Treated,Smoke Treated-2,21365,PK919,1,0,8645
M55,Smoke Treated,Smoke Treated-2,21365,PK920,0,0,7484
M55,Smoke Treated,Smoke Treated-2,21365,PK920,1,0,6147
M55,Smoke Treated,Smoke Treated-2,21365,PK921,0,0,9695
M55,Smoke Treated,Smoke Treated-2,21365,PK921,1,0,11190
M55,Smoke Treated,Smoke Treated-2,21365,PK922,0,0,12222
M55,Smoke Treated,Smoke Treated-2,21365,PK922,1,0,13638
M55,Smoke Treated,Smoke Treated-2,21365,PK923,0,0,3925
M55,Smoke Treated,Smoke Treated-2,21365,PK923,1,0,3448
M55,Smoke Treated,Smoke Treated-2,21365,PK924,0,0,4934
M55,Smoke Treated,Smoke Treated-2,21365,PK924,1,1,3734
M55,Smoke Treated,Smoke Treated-2,21365,PK925,0,0,17848
M55,Smoke Treated,Smoke Treated-2,21365,PK925,1,0,14544
M55,Smoke Treated,Smoke Treated-2,21365,PK926,0,0,1905
M55,Smoke Treated,Smoke Treated-2,21365,PK926,1,0,2221
M55,Smoke Treated,Smoke Treated-2,21365,PK927,0,0,7143
M55,Smoke Treated,Smoke Treated-2,21365,PK927,1,0,8914
M55,Smoke Treated,Smoke Treated-2,21365,PK928,0,0,6922
M55,Smoke Treated,Smoke Treated-2,21365,PK928,1,0,6952
M55,Smoke Treated,Smoke Treated-2,21365,PK930,0,0,17076
M55,Smoke Treated,Smoke Treated-2,21365,PK930,1,0,11439
M55,Smoke Treated,Smoke Treated-2,21365,PK931,0,0,3939
M55,Smoke Treated,Smoke Treated-2,21365,PK931,1,0,4498
M55,Smoke Treated,Smoke Treated-2,21365,PK932,0,0,596
M55,Smoke Treated,Smoke Treated-2,21365,PK932,1,0,2850
M55,Smoke Treated,Smoke Treated-2,21365,PK933,0,0,5273
M55,Smoke Treated,Smoke Treated-2,21365,PK933,1,0,3409
M55,Smoke Treated,Smoke Treated-2,21365,PK934,0,0,2501
M55,Smoke Treated,Smoke Treated-2,21365,PK934,1,0,1881
M55,Smoke Treated,Smoke Treated-2,21365,PK935,0,0,861
M55,Smoke Treated,Smoke Treated-2,21365,PK935,1,0,804
M55,Smoke Treated,Smoke Treated-2,21365,PK936,0,0,14759
M55,Smoke Treated,Smoke Treated-2,21365,PK936,1,0,21980
M55,Smoke Treated,Smoke Treated-2,21365,PK937,0,0,9138
M55,Smoke Treated,Smoke Treated-2,21365,PK937,1,0,9638
M55,Smoke Treated,Smoke Treated-2,21365,PK938,0,0,3607
M55,Smoke Treated,Smoke Treated-2,21365,PK938,1,1,2793
M55,Smoke Treated,Smoke Treated-2,21365,PK939,0,0,12092
M55,Smoke Treated,Smoke Treated-2,21365,PK939,1,0,8967
M55,Smoke Treated,Smoke Treated-2,21365,PK940,0,0,10231
M55,Smoke Treated,Smoke Treated-2,21365,PK940,1,0,7476
M55,Smoke Treated,Smoke Treated-2,21365,PK942,0,0,3703
M55,Smoke Treated,Smoke Treated-2,21365,PK942,1,0,4574
M55,Smoke Treated,Smoke Treated-2,21365,PK943,0,0,3663
M55,Smoke Treated,Smoke Treated-2,21365,PK943,1,0,4482
M55,Smoke Treated,Smoke Treated-2,21365,PK944,0,0,4313
M55,Smoke Treated,Smoke Treated-2,21365,PK944,1,0,5362
M55,Smoke Treated,Smoke Treated-2,21365,PK945,0,0,9971
M55,Smoke Treated,Smoke Treated-2,21365,PK945,1,0,7936
M55,Smoke Treated,Smoke Treated-2,21365,PK946,0,0,1821
M55,Smoke Treated,Smoke Treated-2,21365,PK946,1,0,2115
M55,Smoke Treated,Smoke Treated-2,21365,PK947,0,0,2950
M55,Smoke Treated,Smoke Treated-2,21365,PK947,1,0,2760
M55,Smoke Treated,Smoke Treated-2,21365,PK948,0,0,18629
M55,Smoke Treated,Smoke Treated-2,21365,PK948,1,0,26240
M55,Smoke Treated,Smoke Treated-2,21365,PK949,0,0,15008
M55,Smoke Treated,Smoke Treated-2,21365,PK949,1,0,12103
M55,Smoke Treated,Smoke Treated-2,21365,PK950,0,0,18912
M55,Smoke Treated,Smoke Treated-2,21365,PK950,1,0,14459
M55,Smoke Treated,Smoke Treated-2,21365,PK951,0,0,4298
M55,Smoke Treated,Smoke Treated-2,21365,PK951,1,0,5104
M55,Smoke Treated,Smoke Treated-2,21365,PK952,0,0,11109
M55,Smoke Treated,Smoke Treated-2,21365,PK952,1,0,10057
M55,Smoke Treated,Smoke Treated-2,21365,PK953,0,0,304
M55,Smoke Treated,Smoke Treated-2,21365,PK953,1,0,703
M55,Smoke Treated,Smoke Treated-2,21365,PK955,0,0,5943
M55,Smoke Treated,Smoke Treated-2,21365,PK955,1,0,6608
M55,Smoke Treated,Smoke Treated-2,21365,PK956,0,0,13011
M55,Smoke Treated,Smoke Treated-2,21365,PK956,1,0,12468
M55,Smoke Treated,Smoke Treated-2,21365,PK957,0,0,5763
M55,Smoke Treated,Smoke Treated-2,21365,PK957,1,0,7334
M55,Smoke Treated,Smoke Treated-2,21365,PK958,0,0,1948
M55,Smoke Treated,Smoke Treated-2,21365,PK958,1,0,1944
M55,Smoke Treated,Smoke Treated-2,21365,PK959,0,0,16939
M55,Smoke Treated,Smoke Treated-2,21365,PK959,1,0,17805
M55,Smoke Treated,Smoke Treated-2,21365,PK960,0,0,1225
M55,Smoke Treated,Smoke Treated-2,21365,PK960,1,0,1402
M55,Smoke Treated,Smoke Treated-2,21365,PK961,0,0,4897
M55,Smoke Treated,Smoke Treated-2,21365,PK961,1,0,6727
M55,Smoke Treated,Smoke Treated-2,21365,PN1000,0,0,9140
M55,Smoke Treated,Smoke Treated-2,21365,PN1000,1,0,12381
M55,Smoke Treated,Smoke Treated-2,21365,PN1001,0,0,6896
M55,Smoke Treated,Smoke Treated-2,21365,PN1001,1,0,5634
M55,Smoke Treated,Smoke Treated-2,21365,PN1002,0,1,18636
M55,Smoke Treated,Smoke Treated-2,21365,PN1002,1,0,16327
M55,Smoke Treated,Smoke Treated-2,21365,PN1003,0,0,23408
M55,Smoke Treated,Smoke Treated-2,21365,PN1003,1,0,16838
M55,Smoke Treated,Smoke Treated-2,21365,PN1004,0,0,8793
M55,Smoke Treated,Smoke Treated-2,21365,PN1004,1,0,6037
M55,Smoke Treated,Smoke Treated-2,21365,PN1005,0,0,7026
M55,Smoke Treated,Smoke Treated-2,21365,PN1005,1,0,5235
M55,Smoke Treated,Smoke Treated-2,21365,PN1006,0,0,7955
M55,Smoke Treated,Smoke Treated-2,21365,PN1006,1,0,12251
M55,Smoke Treated,Smoke Treated-2,21365,PN1008,0,0,4082
M55,Smoke Treated,Smoke Treated-2,21365,PN1008,1,0,3994
M55,Smoke Treated,Smoke Treated-2,21365,PN500,0,0,3031
M55,Smoke Treated,Smoke Treated-2,21365,PN500,1,0,3328
M55,Smoke Treated,Smoke Treated-2,21365,PN501,0,0,1983
M55,Smoke Treated,Smoke Treated-2,21365,PN501,1,0,1974
M55,Smoke Treated,Smoke Treated-2,21365,PN502,0,0,5227
M55,Smoke Treated,Smoke Treated-2,21365,PN502,1,0,5595
M55,Smoke Treated,Smoke Treated-2,21365,PN503,0,0,1731
M55,Smoke Treated,Smoke Treated-2,21365,PN503,1,0,2013
M55,Smoke Treated,Smoke Treated-2,21365,PN504,0,0,3149
M55,Smoke Treated,Smoke Treated-2,21365,PN504,1,0,2870
M55,Smoke Treated,Smoke Treated-2,21365,PN505,0,0,2344
M55,Smoke Treated,Smoke Treated-2,21365,PN505,1,0,4045
M55,Smoke Treated,Smoke Treated-2,21365,PN506,0,0,3591
M55,Smoke Treated,Smoke Treated-2,21365,PN506,1,0,5045
M55,Smoke Treated,Smoke Treated-2,21365,PN508,0,0,11026
M55,Smoke Treated,Smoke Treated-2,21365,PN508,1,0,9758
M55,Smoke Treated,Smoke Treated-2,21365,PN509,0,0,3447
M55,Smoke Treated,Smoke Treated-2,21365,PN509,1,0,3994
M55,Smoke Treated,Smoke Treated-2,21365,PN510,0,0,2563
M55,Smoke Treated,Smoke Treated-2,21365,PN510,1,0,4726
M55,Smoke Treated,Smoke Treated-2,21365,PN511,0,0,2235
M55,Smoke Treated,Smoke Treated-2,21365,PN511,1,0,3161
M55,Smoke Treated,Smoke Treated-2,21365,PN512,0,0,4451
M55,Smoke Treated,Smoke Treated-2,21365,PN512,1,0,5578
M55,Smoke Treated,Smoke Treated-2,21365,PN513,0,0,7422
M55,Smoke Treated,Smoke Treated-2,21365,PN513,1,0,5675
M55,Smoke Treated,Smoke Treated-2,21365,PN514,0,0,8995
M55,Smoke Treated,Smoke Treated-2,21365,PN514,1,0,11759
M55,Smoke Treated,Smoke Treated-2,21365,PN515,0,0,5461
M55,Smoke Treated,Smoke Treated-2,21365,PN515,1,0,4161
M55,Smoke Treated,Smoke Treated-2,21365,PN516,0,0,1986
M55,Smoke Treated,Smoke Treated-2,21365,PN516,1,0,1552
M55,Smoke Treated,Smoke Treated-2,21365,PN517,0,0,5614
M55,Smoke Treated,Smoke Treated-2,21365,PN517,1,0,5866
M55,Smoke Treated,Smoke Treated-2,21365,PN518,0,0,17871
M55,Smoke Treated,Smoke Treated-2,21365,PN518,1,0,15949
M55,Smoke Treated,Smoke Treated-2,21365,PN519,0,0,5719
M55,Smoke Treated,Smoke Treated-2,21365,PN519,1,0,6540
M55,Smoke Treated,Smoke Treated-2,21365,PN520,0,0,4862
M55,Smoke Treated,Smoke Treated-2,21365,PN520,1,0,4863
M55,Smoke Treated,Smoke Treated-2,21365,PN521,0,0,7708
M55,Smoke Treated,Smoke Treated-2,21365,PN521,1,0,6471
M55,Smoke Treated,Smoke Treated-2,21365,PN522,0,0,82
M55,Smoke Treated,Smoke Treated-2,21365,PN522,1,0,81
M55,Smoke Treated,Smoke Treated-2,21365,PN523,0,0,6735
M55,Smoke Treated,Smoke Treated-2,21365,PN523,1,0,4172
M55,Smoke Treated,Smoke Treated-2,21365,PN524,0,0,1675
M55,Smoke Treated,Smoke Treated-2,21365,PN524,1,0,2367
M55,Smoke Treated,Smoke Treated-2,21365,PN525,0,0,2656
M55,Smoke Treated,Smoke Treated-2,21365,PN525,1,0,2231
M55,Smoke Treated,Smoke Treated-2,21365,PN526,0,0,14746
M55,Smoke Treated,Smoke Treated-2,21365,PN526,1,0,7895
M55,Smoke Treated,Smoke Treated-2,21365,PN527,0,0,3152
M55,Smoke Treated,Smoke Treated-2,21365,PN527,1,0,2146
M55,Smoke Treated,Smoke Treated-2,21365,PN528,0,0,2255
M55,Smoke Treated,Smoke Treated-2,21365,PN528,1,0,2277
M55,Smoke Treated,Smoke Treated-2,21365,PN529,0,0,9100
M55,Smoke Treated,Smoke Treated-2,21365,PN529,1,0,10115
M55,Smoke Treated,Smoke Treated-2,21365,PN530,0,0,7474
M55,Smoke Treated,Smoke Treated-2,21365,PN530,1,0,8164
M55,Smoke Treated,Smoke Treated-2,21365,PN531,0,1,4486
M55,Smoke Treated,Smoke Treated-2,21365,PN531,1,0,4269
M55,Smoke Treated,Smoke Treated-2,21365,PN532,0,0,2759
M55,Smoke Treated,Smoke Treated-2,21365,PN532,1,0,2036
M55,Smoke Treated,Smoke Treated-2,21365,PN533,0,0,2074
M55,Smoke Treated,Smoke Treated-2,21365,PN533,1,0,1768
M55,Smoke Treated,Smoke Treated-2,21365,PN534,0,0,4966
M55,Smoke Treated,Smoke Treated-2,21365,PN534,1,0,7732
M55,Smoke Treated,Smoke Treated-2,21365,PN535,0,0,3742
